記事番号,棚,ファイル名,確認が必要な記述,検出バッチ,確認結果（OK／要修正）,確認者,確認日
188,health,188_health_sitting-too-long.md,「日本人成人の平日の座位時間 約7時間（420分）」。Bauman ら2011では日本を含む一部の国で中央値が360分/日以上、全体の中央値は300分/日と確認できたが、日本の中央値420分という具体値は原著の該当表で未確認。,jr_031,,,
189,health,189_health_measuring-body-temperature.md,「わきの中央に下から30度くらいの角度」「予測式は約15〜30秒」「実測は約10分」の数値の一次出典（体温計メーカー・JIS本文）。,jr_031,,,
189,health,189_health_measuring-body-temperature.md,「非接触の額式は外気・汗・直前の入浴で数℃ずれることがある」——「数℃」は過大な可能性。一般に報告される腋窩・額の差は0.5〜1℃程度で、表現の精度を要確認。,jr_031,,,
189,health,189_health_measuring-body-temperature.md,出典1の資料名「医療機器の分類と規制」と掲載URL（医薬品・医療機器の分野トップページ）の対応。,jr_031,,,
189,health,189_health_measuring-body-temperature.md,部位差の数値（口は腋窩より約0.2〜0.5℃高い、直腸は約0.5℃高い、日内変動約0.5〜1℃）の一次出典。,jr_031,,,
190,health,190_health_dietary-fibre.md,「1950年代の摂取量（推計）20g超」の出典（「各種栄養史研究」としか示されていない）。,jr_031,,,
190,health,190_health_dietary-fibre.md,「WHO/FAOの目安25g以上」。食事摂取基準2025年版も理想値を25g/日としており整合的だが、WHO/FAOの原典（2023年WHOガイドライン等）は未確認。,jr_031,,,
190,health,190_health_dietary-fibre.md,「野菜ジュースは1本で1〜2g程度の製品が多い」の根拠。,jr_031,,,
190,health,190_health_dietary-fibre.md,ゆで大豆50g＝3.5g。成分表八訂では国産黄大豆・ゆでの食物繊維総量が8.5g/100g（50gで約4.3g）とされる可能性があり、3.5gは七訂相当の値の疑い。要確認。,jr_031,,,
190,health,190_health_dietary-fibre.md,押し麦入りご飯（麦3割）150g＝約2.5g、きんぴらごぼう2.9g、ひじきの煮物5.2g、納豆3.0g、ゆで大豆・レタスの各値の成分表八訂増補2023年での照合（レタス・ごぼう・ひじき・納豆は概ね整合）。,jr_031,,,
191,trend,191_trend_food-storage-containers.md,PP容器の耐熱「約120〜140℃」、シリコンの耐熱「約200℃」、PVDC/PEの各数値は製品表示ベースの目安。個別製品の表示でしか確認できず、公的な一律基準は存在しない。,jr_032,,,
191,trend,191_trend_food-storage-containers.md,ホーロー・ステンレスが「電子レンジ不可」であること自体は一般的だが、公的資料での裏取りはできていない（メーカー表示による）。,jr_032,,,
191,trend,191_trend_food-storage-containers.md,作り置きの保存目安「冷蔵で2〜3日、冷凍で2〜3週間」。公的機関の一律の推奨値は確認できなかった（他記事参照とあるので整合性の確認が必要）。,jr_032,,,
192,trend,192_trend_plastic-wrap-and-foil.md,PVDC系ラップ耐熱約140℃／耐冷約−60℃、PE系ラップ耐熱約110℃／耐冷約−70℃。PVDC140℃・PE110℃・耐冷−60℃は複数の解説記事で一致したが、PE系の「−70℃」は確認できなかった。,jr_032,,,
192,trend,192_trend_plastic-wrap-and-foil.md,「油の多い食品（揚げ物・カレー）は140℃を超えることがあり、PVDC系でも食品に直接触れさせずふんわりかける、が各メーカーの案内です」。各社取扱説明の横断確認はできていない。,jr_032,,,
192,trend,192_trend_plastic-wrap-and-foil.md,出典の消費者庁「電子レンジの安全な使い方」（注意喚起）。この名称の消費者庁資料は特定できず、挙げられたURLは注意喚起の一覧ページ。編集部で実在資料への差し替えが必要。,jr_032,,,
193,trend,193_trend_cutting-board-hygiene.md,「木のまな板は傷の中の菌が乾燥とともに減るという研究もあり」。具体的な研究（出典）が本文にも出典欄にもない。,jr_032,,,
193,trend,193_trend_cutting-board-hygiene.md,出典URL https://www.mhlw.go.jp/www1/houdou/0903/h0331-1.html（平成9年報道発表の旧パス）が現在も生きているか。多数の自治体が同URLを参照しているが、直接到達確認はできていない。,jr_032,,,
194,trend,194_trend_donabe-care.md,「土鍋はIH非対応のものが多い」「においが染みたら茶葉・酢を煮ると軽減」。生活知としては一般的だが一次情報での裏取りはできていない。,jr_032,,,
194,trend,194_trend_donabe-care.md,目止めの具体手順（水を8分目、米のとぎ汁または残りご飯を弱火で粥状に）。産地・メーカーで手順が異なり、公的な標準手順は確認できなかった。,jr_032,,,
195,trend,195_trend_cast-iron-pan-care.md,「使い始めに中火で空焚きして錆止め塗装を焼き切る」手順。製品（窒化加工・シーズニング済み等）では空焚き禁止のものもあり、メーカー横断の確認ができていない。,jr_032,,,
195,trend,195_trend_cast-iron-pan-care.md,出典URL https://www.mhlw.go.jp/stf/newpage_44138.html が「日本人の食事摂取基準（2025年版）」の正しいページか。2025年版が現行（2025〜2029年度適用）であることは確認できたが、このページIDは確認できなかった。,jr_032,,,
195,trend,195_trend_cast-iron-pan-care.md,板厚「1.6mm程度」「2.3mm〜」という区分と、アルミ製フッ素加工品との重量比較。特定メーカーの製品仕様に依存し、一般化の裏取りはできていない。,jr_032,,,
196,trend,196_trend_ice-maker-hygiene.md,「氷は2〜3日で使い切るのが目安」——一次情報・メーカー案内で裏が取れず,jr_033,,,
196,trend,196_trend_ice-maker-hygiene.md,一般財団法人家電製品協会「冷蔵庫のお手入れ」という資料の存在（出典URLは aeha.or.jp のトップページのみで、該当ページを特定できず）,jr_033,,,
196,trend,196_trend_ice-maker-hygiene.md,浄水フィルター「3〜4年で交換」——日立は3〜4年としているが、他メーカー横断の目安かは未確認,jr_033,,,
196,trend,196_trend_ice-maker-hygiene.md,貯氷ケースの手入れ「月1回」——日立は製氷皿・貯氷ケースとも年1〜2回としており、月1回の根拠は未確認,jr_033,,,
197,trend,197_trend_storing-fruit.md,「早く熟したい果物とはりんごと一緒に袋へ、が農林水産省などで紹介される使い分け」——農水省資料での記載を特定できず,jr_033,,,
197,trend,197_trend_storing-fruit.md,いちご「冷蔵、2〜3日」、柑橘類・アボカドの保存目安の出典,jr_033,,,
197,trend,197_trend_storing-fruit.md,農研機構「エチレンと果実の追熟」という資料名（出典URLは naro.go.jp トップページのみ）,jr_033,,,
198,trend,198_trend_storing-meat.md,「チルド室は約0℃、パーシャル室は約−3℃」——各社カタログ表記で概ね一致するが一次資料未確認,jr_033,,,
198,trend,198_trend_storing-meat.md,肉の種類別の冷蔵・チルド・冷凍の日数表（ブロック3〜4日、ひき肉当日〜翌日など）——公的資料での裏付けを特定できず、メーカー・小売の一般的目安,jr_033,,,
199,trend,199_trend_storing-fish.md,「生食用の表示は当日中を前提にしている」——食品表示基準上の根拠は未確認（消費期限の表示によるため）,jr_033,,,
199,trend,199_trend_storing-fish.md,貝類（あさり等）の「砂抜き後、殻ごと冷凍可」,jr_033,,,
199,trend,199_trend_storing-fish.md,魚の状態別保存目安の表（一尾当日、切り身1〜2日、干物2〜3日など）,jr_033,,,
200,trend,200_trend_storing-spices-and-condiments.md,ケチャップ・ドレッシングの開封後「約1か月」、七味・一味「数か月」,jr_033,,,
200,trend,200_trend_storing-spices-and-condiments.md,全日本スパイス協会「スパイスの保存方法」——同協会サイト（ansa-spice.com）はNDL WARPにアーカイブされており、現行ページの生存と該当記事を確認できず,jr_033,,,
200,trend,200_trend_storing-spices-and-condiments.md,粉スパイス6か月〜1年／ホール1〜2年／乾燥ハーブ6か月〜1年の目安——業界サイトでは同様の記述が多いが一次情報未確認,jr_033,,,
211,wisdom,211_wisdom_sliding-doors.md,"'Sliding doors are standard in new Japanese homes' and that barrier-free design prefers them. Plausible and consistent with MLIT barrier-free guidance, but no statistic on new-build door types was found; the MLIT source URL is a section top page, not a guideline document.",jr_034,,,
211,wisdom,211_wisdom_sliding-doors.md,"Annual re-papering of shoji was traditionally done before New Year, and shoji are re-papered 'every few years'. Widely repeated custom; no authoritative source located.",jr_034,,,
211,wisdom,211_wisdom_sliding-doors.md,"Kneeling to open a fusuma in a formal room 'still seen at ryokan'. Custom, not verifiable.",jr_034,,,
211,wisdom,211_wisdom_sliding-doors.md,"Shoji paper transmits roughly 40–50% of light. Matches figures quoted by shoji-paper retailers and paper-industry commentary (also 35–45% reflectance), but no manufacturer test standard or public-body source was found.",jr_034,,,
212,wisdom,212_wisdom_vertical-storage.md,"'30–40 cm of dead space above a closet rail or door' and '10–15 cm gap beside the fridge or washing machine' — plausible product-category ranges, no source.",jr_034,,,
212,wisdom,212_wisdom_vertical-storage.md,"Average rental flat for one person in Tokyo's 23 wards is about 25–30 m². 25 m² is the MLIT minimum housing standard for a single person and is the most common size in consumer surveys, but no official 23-ward average was located.",jr_034,,,
212,wisdom,212_wisdom_vertical-storage.md,Standard oshiire depth 'about 80–90 cm'. Sources give 80–85 cm as standard interior depth; the upper end of the article's range is high.,jr_034,,,
212,wisdom,212_wisdom_vertical-storage.md,"Storage drawer units are sold in widths of 39, 44 and 54 cm. These are common retailer sizes (Nitori, Iris) but not a published standard.",jr_034,,,
213,wisdom,213_wisdom_seasonal-clothing-rotation.md,"'Many now do it in three stages as autumns lengthen.' Trend claim, no source.",jr_034,,,
213,wisdom,213_wisdom_seasonal-clothing-rotation.md,Vacuum bags damage down and wool if left compressed for long. Widely stated by care-label and storage guidance; no primary test source located.,jr_034,,,
